"time_combined","survival_combined"
0,0.984366135031205
0.0027378507871321,0.984113943617631
0.0054757015742642,0.983672552087848
0.0082135523613963,0.983230877433287
0.0109514031485284,0.982788975915339
0.0136892539356605,0.982536460762226
0.0164271047227926,0.981968301667722
0.0191649555099247,0.981463238892015
0.0219028062970568,0.980894970161314
0.0246406570841889,0.980579143330815
0.027378507871321,0.980073527272379
0.0301163586584531,0.979820572432458
0.0328542094455852,0.979251056470698
0.0355920602327173,0.978744459959332
0.0383299110198494,0.978364512575807
0.0410677618069815,0.978111148724305
0.0438056125941136,0.977730955222598
0.0465434633812457,0.977413921838933
0.0492813141683778,0.977033308941021
0.0520191649555099,0.976716069734273
0.054757015742642,0.975890765287959
0.0574948665297741,0.975509805978153
0.0602327173169062,0.975065324519984
0.0629705681040383,0.974684092150173
0.0657084188911704,0.97442977144772
0.0684462696783025,0.973793679162683
0.0711841204654346,0.973030268687087
0.0739219712525667,0.972711806204699
0.0766598220396988,0.972074839531787
0.0793976728268309,0.971692609435634
0.082135523613963,0.971119113895932
0.0848733744010951,0.970545430139774
0.0876112251882272,0.970099114411816
0.0903490759753593,0.969525242186911
0.0930869267624914,0.969461436642838
0.0958247775496235,0.968759575658037
0.0985626283367557,0.968568146417688
0.101300479123888,0.968121389892588
0.10403832991102,0.967993694662107
0.106776180698152,0.967738068150015
0.109514031485284,0.967098833016816
0.112251882272416,0.966779046351577
0.114989733059548,0.966395276965
0.11772758384668,0.965947486739359
0.120465434633812,0.965819512774502
0.123203285420945,0.965307243590507
0.125941136208077,0.964986926612942
0.128678986995209,0.964410202903565
0.131416837782341,0.963833018981093
0.134154688569473,0.963576475723446
0.136892539356605,0.963127435357953
0.139630390143737,0.962806521245145
0.142368240930869,0.962613792909672
0.145106091718001,0.962485221546922
0.147843942505133,0.961970729914397
0.150581793292266,0.961713243102321
0.153319644079398,0.961327012884208
0.15605749486653,0.961327012884208
0.158795345653662,0.961069370803703
0.161533196440794,0.96100491708693
0.164271047227926,0.96042452222357
0.167008898015058,0.9599085117348
0.16974674880219,0.959714825594418
0.172484599589322,0.959650263547624
0.175222450376454,0.959327453313653
0.177960301163587,0.959004534418637
0.180698151950719,0.958681463223913
0.183436002737851,0.958552156309532
0.186173853524983,0.95829340285932
0.188911704312115,0.957905010504743
0.191649555099247,0.95758132833589
0.194387405886379,0.957387105904343
0.197125256673511,0.957257580489217
0.199863107460643,0.95660955883982
0.202600958247775,0.956285130447078
0.205338809034908,0.956025429142048
0.20807665982204,0.955700648115705
0.210814510609172,0.9555057794999
0.213552361396304,0.95505105515042
0.216290212183436,0.954791141949943
0.219028062970568,0.954531069456392
0.2217659137577,0.954075601325091
0.224503764544832,0.953945414301644
0.227241615331964,0.95361970226453
0.229979466119097,0.953424261691583
0.232717316906229,0.953098505144606
0.235455167693361,0.953033340471753
0.238193018480493,0.952707383381504
0.240930869267625,0.952576902331941
0.243668720054757,0.95238116735201
0.246406570841889,0.951989429023079
0.249144421629021,0.95153240097266
0.251882272416153,0.951140662643729
0.254620123203285,0.951010047337132
0.257357973990418,0.950879342272902
0.26009582477755,0.95068323076274
0.262833675564682,0.950356333289814
0.265571526351814,0.950094635277067
0.268309377138946,0.949898321212336
0.271047227926078,0.949767445169182
0.27378507871321,0.949243652286143
0.276522929500342,0.949178146547941
0.279260780287474,0.948915942640055
0.281998631074606,0.948588097165124
0.287474332648871,0.948456895491934
0.290212183436003,0.948260092982149
0.292950034223135,0.948063208749403
0.295687885010267,0.947866201779378
0.298425735797399,0.947537560838466
0.301163586584531,0.947274502104196
0.303901437371663,0.947077194355372
0.306639288158795,0.947011420538138
0.309377138945927,0.946945646720904
0.31211498973306,0.946814053384784
0.314852840520192,0.946550628733359
0.317590691307324,0.946221095719595
0.320328542094456,0.946089254965002
0.323066392881588,0.945825352801832
0.32580424366872,0.945495475097869
0.328542094455852,0.945429494953061
0.331279945242984,0.945231540703699
0.334017796030116,0.945099479014463
0.336755646817248,0.944835244869216
0.339493497604381,0.944703090838183
0.342231348391513,0.94443857926298
0.344969199178645,0.944240153901414
0.347707049965777,0.944041714639649
0.350444900752909,0.943710843437266
0.353182751540041,0.943578448537794
0.355920602327173,0.943313528639278
0.358658453114305,0.943114768940871
0.361396303901437,0.942915883498243
0.364134154688569,0.942584361142749
0.366872005475702,0.94251805667165
0.369609856262834,0.942385429069219
0.372347707049966,0.942319068571433
0.375085557837098,0.941986938630444
0.37782340862423,0.941787632556963
0.380561259411362,0.941654649270807
0.383299110198494,0.941388663916871
0.386036960985626,0.941255661845112
0.388774811772758,0.940923062671315
0.39151266255989,0.940723418482333
0.394250513347023,0.940590256415876
0.396988364134155,0.940323856853059
0.399726214921287,0.940123929739625
0.402464065708419,0.939857360255046
0.405201916495551,0.939790708431753
0.407939767282683,0.939457331096374
0.410677618069815,0.939190515608985
0.413415468856947,0.939057032022344
0.416153319644079,0.938856749703556
0.418891170431211,0.938589592628874
0.421629021218344,0.938389196302784
0.424366872005476,0.937988346582022
0.427104722792608,0.937386943495947
0.42984257357974,0.937119557931233
0.432580424366872,0.936918918573983
0.435318275154004,0.936852024462989
