"time","survival","n_risk","n_event","lower_CI","upper_CI","Sex"
0,1.00000,796,8,0.983044687519378,0.996903312209226,"sex.=F"
0.0027378507871321,0.989949748743719,788,0,0.983044687519378,0.996903312209226,"sex.=F"
0.0109514031485284,0.989949748743719,787,0,0.983044687519378,0.996903312209226,"sex.=F"
0.027378507871321,0.989949748743719,786,0,0.983044687519378,0.996903312209226,"sex.=F"
0.0410677618069815,0.989949748743719,785,0,0.983044687519378,0.996903312209226,"sex.=F"
0.0438056125941136,0.988687057737668,784,1,0.981365212438593,0.996063530425104,"sex.=F"
0.0465434633812457,0.988687057737668,783,0,0.981365212438593,0.996063530425104,"sex.=F"
0.0492813141683778,0.988687057737668,782,0,0.981365212438593,0.996063530425104,"sex.=F"
0.054757015742642,0.987419510227748,780,1,0.979701616957953,0.995198203516133,"sex.=F"
0.0739219712525667,0.986151962717828,779,1,0.978058559301015,0.994312338790055,"sex.=F"
0.0848733744010951,0.986151962717828,778,0,0.978058559301015,0.994312338790055,"sex.=F"
0.0985626283367557,0.986151962717828,777,0,0.978058559301015,0.994312338790055,"sex.=F"
0.10403832991102,0.984881148332882,776,1,0.976428192815992,0.993407281229835,"sex.=F"
0.106776180698152,0.984881148332882,775,0,0.976428192815992,0.993407281229835,"sex.=F"
0.109514031485284,0.983608692068886,774,1,0.974811060656858,0.992485721757756,"sex.=F"
0.120465434633812,0.983608692068886,773,0,0.974811060656858,0.992485721757756,"sex.=F"
0.125941136208077,0.983608692068886,772,0,0.974811060656858,0.992485721757756,"sex.=F"
0.136892539356605,0.983608692068886,771,0,0.974811060656858,0.992485721757756,"sex.=F"
0.161533196440794,0.982331278183082,770,1,0.973200435831134,0.991547788686201,"sex.=F"
0.164271047227926,0.981053864297279,769,1,0.971602556065712,0.990597110561254,"sex.=F"
0.177960301163587,0.979776450411475,768,1,0.970016159944494,0.989634948799038,"sex.=F"
0.183436002737851,0.979776450411475,767,0,0.970016159944494,0.989634948799038,"sex.=F"
0.216290212183436,0.979776450411475,766,0,0.970016159944494,0.989634948799038,"sex.=F"
0.219028062970568,0.979776450411475,764,0,0.970016159944494,0.989634948799038,"sex.=F"
0.229979466119097,0.979776450411475,763,0,0.970016159944494,0.989634948799038,"sex.=F"
0.235455167693361,0.979776450411475,762,0,0.970016159944494,0.989634948799038,"sex.=F"
0.243668720054757,0.979776450411475,761,0,0.970016159944494,0.989634948799038,"sex.=F"
0.257357973990418,0.979776450411475,760,0,0.970016159944494,0.989634948799038,"sex.=F"
0.268309377138946,0.979776450411475,759,0,0.970016159944494,0.989634948799038,"sex.=F"
0.276522929500342,0.979776450411475,758,0,0.970016159944494,0.989634948799038,"sex.=F"
0.287474332648871,0.979776450411475,757,0,0.970016159944494,0.989634948799038,"sex.=F"
0.298425735797399,0.979776450411475,756,0,0.970016159944494,0.989634948799038,"sex.=F"
0.306639288158795,0.979776450411475,755,0,0.970016159944494,0.989634948799038,"sex.=F"
0.31211498973306,0.979776450411475,754,0,0.970016159944494,0.989634948799038,"sex.=F"
0.334017796030116,0.978475286466705,753,1,0.968405178108244,0.988650110376718,"sex.=F"
0.336755646817248,0.977172389946776,751,1,0.966801867598535,0.987654153012872,"sex.=F"
0.361396303901437,0.977172389946776,750,0,0.966801867598535,0.987654153012872,"sex.=F"
0.372347707049966,0.977172389946776,749,0,0.966801867598535,0.987654153012872,"sex.=F"
0.380561259411362,0.974559629545849,748,2,0.963612641178241,0.985630979663396,"sex.=F"
0.386036960985626,0.974559629545849,746,0,0.963612641178241,0.985630979663396,"sex.=F"
0.388774811772758,0.974559629545849,745,0,0.963612641178241,0.985630979663396,"sex.=F"
0.39151266255989,0.974559629545849,744,0,0.963612641178241,0.985630979663396,"sex.=F"
0.407939767282683,0.974559629545849,743,0,0.963612641178241,0.985630979663396,"sex.=F"
0.410677618069815,0.974559629545849,742,0,0.963612641178241,0.985630979663396,"sex.=F"
0.413415468856947,0.974559629545849,741,0,0.963612641178241,0.985630979663396,"sex.=F"
0.4435318275154,0.974559629545849,740,0,0.963612641178241,0.985630979663396,"sex.=F"
0.446269678302533,0.974559629545849,739,0,0.963612641178241,0.985630979663396,"sex.=F"
0.462696783025325,0.974559629545849,738,0,0.963612641178241,0.985630979663396,"sex.=F"
0.470910335386721,0.974559629545849,736,0,0.963612641178241,0.985630979663396,"sex.=F"
0.503764544832307,0.974559629545849,733,0,0.963612641178241,0.985630979663396,"sex.=F"
0.506502395619439,0.974559629545849,731,0,0.963612641178241,0.985630979663396,"sex.=F"
0.511978097193703,0.97322461635469,730,1,0.961989442732881,0.984591006724527,"sex.=F"
0.525667351129363,0.97322461635469,729,0,0.961989442732881,0.984591006724527,"sex.=F"
0.528405201916496,0.97322461635469,728,0,0.961989442732881,0.984591006724527,"sex.=F"
0.531143052703628,0.97322461635469,727,0,0.961989442732881,0.984591006724527,"sex.=F"
0.542094455852156,0.97322461635469,726,0,0.961989442732881,0.984591006724527,"sex.=F"
0.544832306639288,0.97322461635469,725,0,0.961989442732881,0.984591006724527,"sex.=F"
0.550308008213552,0.97322461635469,724,0,0.961989442732881,0.984591006724527,"sex.=F"
0.558521560574949,0.97322461635469,722,0,0.961989442732881,0.984591006724527,"sex.=F"
0.577686516084873,0.97322461635469,721,0,0.961989442732881,0.984591006724527,"sex.=F"
0.580424366872005,0.97322461635469,720,0,0.961989442732881,0.984591006724527,"sex.=F"
0.588637919233402,0.97322461635469,719,0,0.961989442732881,0.984591006724527,"sex.=F"
