"time","survival","n_risk","n_event","lower_CI","upper_CI","Sex"
0.670773442847365,0.985428849623725,55244,3,0.984463287891164,0.986395358379371,"sex.=F"
0.673511293634497,0.985411008963824,55235,1,0.984444832697739,0.986378133476623,"sex.=F"
0.676249144421629,0.985393160871796,55211,1,0.984426369967077,0.986360901247885,"sex.=F"
0.678986995208761,0.985339589426713,55182,3,0.984370955191017,0.986309176811501,"sex.=F"
0.681724845995893,0.985339589426713,55144,0,0.984370955191017,0.986309176811501,"sex.=F"
0.684462696783025,0.985321712839884,55119,1,0.984352463630567,0.98629191642689,"sex.=F"
0.687200547570157,0.98528594279295,55092,2,0.98431546369925,0.986257378723869,"sex.=F"
0.68993839835729,0.98528594279295,55088,0,0.98431546369925,0.986257378723869,"sex.=F"
0.692676249144422,0.985250169499211,55085,2,0.984278461944593,0.986222836351029,"sex.=F"
0.695414099931554,0.985214385811358,55067,2,0.984241450716863,0.986188282664472,"sex.=F"
0.698151950718686,0.985142798935005,55050,4,0.984167412320242,0.986119152233928,"sex.=F"
0.700889801505818,0.985142798935005,55022,0,0.984167412320242,0.986119152233928,"sex.=F"
0.70362765229295,0.985142798935005,55005,0,0.984167412320242,0.986119152233928,"sex.=F"
0.706365503080082,0.985142798935005,55003,0,0.984167412320242,0.986119152233928,"sex.=F"
0.709103353867214,0.985106976863119,55002,2,0.98413036494966,0.98608455792748,"sex.=F"
0.711841204654346,0.985089065501515,54999,1,0.984111841527031,0.986067259860315,"sex.=F"
0.714579055441478,0.985089065501515,54996,0,0.984111841527031,0.986067259860315,"sex.=F"
0.717316906228611,0.985053231702003,54981,2,0.984074784056681,0.986032652200008,"sex.=F"
0.720054757015743,0.985035305998994,54952,1,0.984056246517176,0.986015339568902,"sex.=F"
0.722792607802875,0.98501737115738,54923,1,0.98403769961189,0.985998018027634,"sex.=F"
0.725530458590007,0.984981486446505,54899,2,0.984000590949801,0.98596335974341,"sex.=F"
0.728268309377139,0.984927659380193,54897,3,0.983944930988635,0.985911369285107,"sex.=F"
0.731006160164271,0.984891773361852,54892,2,0.98390782496277,0.985876705749909,"sex.=F"
0.733744010951403,0.984837915879851,54861,3,0.983852138515156,0.985824680950904,"sex.=F"
0.736481861738535,0.984837915879851,54842,0,0.983852138515156,0.985824680950904,"sex.=F"
0.739219712525667,0.984819949302894,54815,1,0.983833562113438,0.985807325439795,"sex.=F"
0.741957563312799,0.984766046621901,54811,3,0.983777832152095,0.985755253762823,"sex.=F"
0.744695414099932,0.984730099695578,54790,2,0.98374066821861,0.985720526327751,"sex.=F"
0.747433264887064,0.984730099695578,54784,0,0.98374066821861,0.985720526327751,"sex.=F"
0.750171115674196,0.984712124591993,54783,1,0.983722085094531,0.985703160486934,"sex.=F"
0.752908966461328,0.984676163881896,54766,2,0.983684908811518,0.985668417835763,"sex.=F"
0.75564681724846,0.984640193976366,54750,2,0.983647724284434,0.985633665039078,"sex.=F"
0.758384668035592,0.984622202122364,54727,1,0.983629125238857,0.985616281621258,"sex.=F"
0.761122518822724,0.984586207232962,54709,2,0.983591916383071,0.985581503189014,"sex.=F"
0.763860369609856,0.98455019786267,54685,2,0.983554693629369,0.985546709694923,"sex.=F"
0.766598220396988,0.984496182819445,54682,3,0.983498861384558,0.98549451559261,"sex.=F"
0.769336071184121,0.984496182819445,54676,0,0.983498861384558,0.98549451559261,"sex.=F"
0.772073921971253,0.984496182819445,54652,0,0.983498861384558,0.98549451559261,"sex.=F"
0.774811772758385,0.9844421242755,54635,3,0.983442986187526,0.985442277447148,"sex.=F"
0.777549623545517,0.98440607138783,54611,2,0.983405723202269,0.98540743715593,"sex.=F"
0.780287474332649,0.984351972243054,54589,3,0.983349810476531,0.985355155343182,"sex.=F"
0.783025325119781,0.984261787175784,54574,5,0.983256609161344,0.985267992778374,"sex.=F"
0.785763175906913,0.984225711826684,54567,2,0.983219329915557,0.985233123827964,"sex.=F"
0.788501026694045,0.984189633171558,54560,2,0.983182048670362,0.985198250265374,"sex.=F"
0.791238877481177,0.984117450723536,54539,4,0.983107463916192,0.985128475131944,"sex.=F"
0.793976728268309,0.984117450723536,54524,0,0.983107463916192,0.985128475131944,"sex.=F"
0.796714579055442,0.984063286077671,54507,3,0.983051499649833,0.985076113866796,"sex.=F"
0.799452429842574,0.984045224236618,54483,1,0.983032838223026,0.985058652865879,"sex.=F"
0.804928131416838,0.984009093259612,54471,2,0.982995508716145,0.985023722928532,"sex.=F"
0.80766598220397,0.984009093259612,54468,0,0.982995508716145,0.985023722928532,"sex.=F"
0.810403832991102,0.984009093259612,54449,0,0.982995508716145,0.985023722928532,"sex.=F"
0.813141683778234,0.983991014494739,54429,1,0.982976830358126,0.985006245013557,"sex.=F"
0.815879534565366,0.983954837689486,54399,2,0.982939454200771,0.984971270076609,"sex.=F"
0.818617385352498,0.983954837689486,54385,0,0.982939454200771,0.984971270076609,"sex.=F"
0.82135523613963,0.983900542537775,54367,3,0.982883360832425,0.984918776920037,"sex.=F"
0.824093086926763,0.983864345104133,54363,2,0.98284596642166,0.984883778982615,"sex.=F"
0.826830937713895,0.98384624605437,54360,1,0.982827269422652,0.984866279141692,"sex.=F"
0.829568788501027,0.983810040628373,54348,2,0.982789868727275,0.984831271505291,"sex.=F"
0.832306639288159,0.983773823873394,54329,2,0.982752457434721,0.984796251809694,"sex.=F"
0.835044490075291,0.983701362353571,54306,4,0.982677609423917,0.984726181828398,"sex.=F"
0.837782340862423,0.983665120247562,54285,2,0.982640175535824,0.984691134029839,"sex.=F"
0.840520191649555,0.983646995521732,54272,1,0.982621455227488,0.984673606149714,"sex.=F"
